Mstar (Msun),Age log(years),Age (Myr),Teff (K),log(L/Lsun),logg (g/cm^3),Rstar (Rsun)
1.1,6.819387,6.597615472,4444,-0.169,4.193,1.39
1.1,6.831486,6.784002511,4448,-0.174,4.199,1.38
1.1,6.843465,6.97372793,4452,-0.179,4.206,1.37
1.1,6.849408,7.069814194,4454,-0.181,4.209,1.365
1.1,6.861203,7.264454367,4459,-0.185,4.215,1.356
1.1,6.872874,7.462322258,4464,-0.189,4.22,1.347
1.1,6.884421,7.663391272,4469,-0.193,4.226,1.338
1.1,6.890148,7.765116932,4472,-0.194,4.229,1.334
1.1,6.901507,7.97089338,4478,-0.197,4.234,1.325
1.1,6.912738,8.179711758,4484,-0.2,4.24,1.317
1.1,6.923843,8.391565717,4491,-0.203,4.245,1.309
1.1,6.929347,8.498592388,4494,-0.204,4.247,1.305
1.1,6.94026,8.714851677,4501,-0.206,4.252,1.298
1.1,6.951045,8.933980496,4509,-0.208,4.257,1.291
1.1,6.961702,9.155920224,4517,-0.21,4.262,1.284
1.1,6.97223,9.380586662,4525,-0.211,4.266,1.277
1.1,6.982629,9.607911631,4534,-0.212,4.271,1.271
1.1,6.9929,9.837845549,4543,-0.213,4.275,1.265
1.1,7.003038,10.07019777,4553,-0.213,4.279,1.259
1.1,7.013048,10.30500009,4563,-0.213,4.283,1.253
1.1,7.022927,10.54209681,4573,-0.213,4.287,1.248
1.1,7.032679,10.78149535,4584,-0.213,4.29,1.242
1.1,7.0423,11.02300489,4595,-0.212,4.294,1.237
1.1,7.051789,11.26649945,4608,-0.211,4.297,1.233
1.1,7.061155,11.51211184,4621,-0.209,4.3,1.228
1.1,7.070389,11.75950389,4634,-0.207,4.303,1.224
1.1,7.079492,12.00858952,4648,-0.204,4.306,1.22
1.1,7.09291,12.38539894,4670,-0.2,4.31,1.214
1.1,7.101696,12.6385136,4685,-0.197,4.313,1.211
1.1,7.110354,12.89300051,4701,-0.194,4.315,1.207
1.1,7.123113,13.2773988,4725,-0.188,4.318,1.203
1.1,7.131465,13.53521005,4742,-0.184,4.32,1.2
1.1,7.139703,13.79440587,4759,-0.179,4.322,1.198
1.1,7.151842,14.1854135,4786,-0.172,4.325,1.194
1.1,7.159793,14.44750988,4804,-0.167,4.326,1.192
1.1,7.171513,14.84270309,4831,-0.159,4.328,1.19
1.1,7.179193,15.10751381,4850,-0.153,4.329,1.189
1.1,7.190517,15.50661485,4879,-0.144,4.33,1.187
1.1,7.201605,15.90761238,4910,-0.134,4.331,1.186
1.1,7.212465,16.31041458,4945,-0.122,4.331,1.185
1.1,7.219503,16.57688788,4968,-0.114,4.332,1.185
1.1,7.229692,16.97039691,5003,-0.102,4.332,1.185
1.1,7.239437,17.35549481,5036,-0.09,4.331,1.185
1.1,7.251823,17.85759627,5081,-0.074,4.33,1.186
1.1,7.260646,18.22409623,5116,-0.061,4.329,1.188
1.1,7.269125,18.58339251,5151,-0.048,4.328,1.189
1.1,7.2799,19.0502202,5197,-0.031,4.326,1.192
1.1,7.290115,19.50360982,5244,-0.013,4.324,1.195
1.1,7.299793,19.94311529,5290,0.004,4.322,1.197
1.1,7.311196,20.47368419,5347,0.025,4.32,1.201
1.1,7.319839,20.88521738,5391,0.042,4.317,1.204
1.1,7.330095,21.3842981,5446,0.062,4.315,1.208
1.1,7.339761,21.86557991,5498,0.082,4.312,1.212
1.1,7.350634,22.41991698,5556,0.103,4.309,1.217
1.1,7.359145,22.86362035,5602,0.12,4.306,1.22
1.1,7.36914,23.39591312,5655,0.139,4.303,1.224
1.1,7.379929,23.98440781,5710,0.157,4.302,1.226
1.1,7.390474,24.5738951,5761,0.172,4.303,1.225
1.1,7.399729,25.10319502,5802,0.18,4.307,1.219
1.1,7.4096,25.68029451,5841,0.184,4.315,1.208
1.1,7.419834,26.29262819,5874,0.18,4.328,1.189
1.1,7.430152,26.92476987,5899,0.17,4.346,1.166
1.1,7.440745,27.58957433,5915,0.154,4.366,1.138
1.1,7.449916,28.1783786,5921,0.136,4.386,1.113
1.1,7.459515,28.80812548,5918,0.115,4.406,1.087
1.1,7.469613,29.48580574,5909,0.093,4.426,1.063
1.1,7.480628,30.243218,5894,0.07,4.445,1.04
1.1,7.491636,31.0195862,5877,0.05,4.459,1.023
1.1,7.502843,31.83046624,5860,0.036,4.469,1.012
1.1,7.510025,32.3612285,5851,0.029,4.473,1.007
1.1,7.528433,33.76237583,5835,0.019,4.478,1.001
1.1,7.540074,34.67959364,5830,0.016,4.479,1
1.1,7.553642,35.78013707,5826,0.016,4.478,1.001
1.1,7.569383,37.10077656,5824,0.017,4.477,1.002
1.1,7.587549,38.68556998,5823,0.018,4.475,1.004
1.1,7.608391,40.58737835,5822,0.019,4.474,1.006
1.1,7.632149,42.86955743,5822,0.02,4.472,1.007
1.1,7.659042,45.60810208,5824,0.023,4.471,1.009
1.1,7.689259,48.89438636,5827,0.025,4.47,1.011
1.1,7.722946,52.83795492,5833,0.028,4.468,1.013
1.1,7.760198,57.5702347,5839,0.031,4.467,1.014
1.1,7.801053,63.24890337,5848,0.035,4.466,1.015
1.1,7.845491,70.06336633,5858,0.039,4.465,1.017
1.1,7.893432,78.24056897,5868,0.043,4.463,1.018
1.1,7.944746,88.05337364,5876,0.046,4.463,1.019
1.1,7.999255,99.82860446,5882,0.049,4.462,1.02
1.1,8.056749,113.9590972,5886,0.05,4.462,1.02
1.1,8.116993,130.9160822,5889,0.052,4.461,1.021
1.1,8.179733,151.2631012,5892,0.053,4.46,1.022
1.1,8.244725,175.681083,5893,0.055,4.459,1.023
1.1,8.311716,204.9821292,5895,0.056,4.459,1.024
1.1,8.374143,236.6698851,5896,0.057,4.458,1.025
1.1,8.428715,268.3582802,5897,0.059,4.457,1.026
1.1,8.477188,300.0461095,5898,0.06,4.456,1.027
1.1,8.52079,331.7340111,5899,0.061,4.455,1.029
1.1,8.560411,363.4218209,5899,0.062,4.453,1.03
1.1,8.596718,395.1099804,5900,0.064,4.452,1.031
1.1,8.630222,426.7976309,5901,0.065,4.452,1.032
1.1,8.661326,458.4859167,5902,0.066,4.451,1.033
1.1,8.69035,490.1736936,5903,0.067,4.45,1.034
1.1,8.717556,521.8623913,5904,0.069,4.449,1.035
1.1,8.743157,553.5501847,5904,0.07,4.448,1.037
1.1,8.767333,585.2386502,5905,0.071,4.447,1.038
1.1,8.790234,616.9273158,5906,0.072,4.446,1.039
1.1,8.811987,648.6150179,5907,0.073,4.445,1.04
1.1,8.832702,680.3023952,5907,0.074,4.444,1.041
1.1,8.852475,711.9918133,5908,0.075,4.443,1.042
1.1,8.871386,743.6798253,5909,0.077,4.442,1.043
1.1,8.889507,775.3664407,5909,0.078,4.441,1.044
1.1,8.906903,807.0547538,5910,0.079,4.44,1.046
1.1,8.923629,838.7431764,5911,0.08,4.439,1.047
1.1,8.939734,870.4302989,5912,0.081,4.438,1.048
1.1,8.955264,902.1193535,5913,0.082,4.437,1.049
1.1,8.970258,933.808881,5913,0.084,4.437,1.05
1.1,8.98475,965.4949354,5914,0.085,4.436,1.051
1.1,8.998775,997.1833076,5915,0.086,4.435,1.052
1.1,9.012361,1028.871175,5916,0.087,4.434,1.054
1.1,9.025535,1060.559406,5917,0.088,4.433,1.055
1.1,9.038322,1092.249866,5918,0.09,4.432,1.056
1.1,9.050743,1123.93967,5919,0.091,4.431,1.057
1.1,9.062815,1155.619868,5919,0.092,4.43,1.058
1.1,9.074564,1187.309657,5920,0.093,4.429,1.059
1.1,9.086004,1219.000826,5921,0.095,4.428,1.061
1.1,9.09715,1250.690929,5922,0.096,4.427,1.062
1.1,9.108017,1282.380779,5923,0.097,4.426,1.063
1.1,9.118615,1314.059408,5924,0.098,4.425,1.064
1.1,9.128964,1345.748796,5925,0.1,4.424,1.065
1.1,9.139073,1377.440982,5926,0.101,4.423,1.067
1.1,9.148951,1409.129802,5927,0.102,4.422,1.068
1.1,9.15861,1440.820901,5928,0.103,4.421,1.069
1.1,9.168058,1472.509143,5929,0.105,4.42,1.07
1.1,9.177303,1504.191049,5930,0.106,4.419,1.072
1.1,9.186357,1535.878992,5931,0.107,4.418,1.073
1.1,9.195227,1567.570204,5932,0.109,4.417,1.074
1.1,9.203919,1599.259724,5933,0.11,4.416,1.076
1.1,9.212441,1630.951325,5933,0.111,4.415,1.077
1.1,9.220796,1662.631483,5935,0.113,4.414,1.078
1.1,9.228995,1694.318294,5936,0.114,4.413,1.079
1.1,9.237043,1726.008778,5936,0.115,4.412,1.081
1.1,9.244945,1757.701001,5937,0.117,4.41,1.082
1.1,9.252705,1789.389975,5938,0.118,4.409,1.083
1.1,9.260327,1821.07151,5939,0.119,4.408,1.085
1.1,9.267819,1852.759292,5940,0.121,4.407,1.086
1.1,9.275185,1884.451654,5941,0.122,4.406,1.087
1.1,9.282427,1916.138954,5942,0.123,4.405,1.089
1.1,9.289551,1947.829774,5943,0.125,4.404,1.09
1.1,9.296558,1979.511367,5944,0.126,4.403,1.091
1.1,9.303455,2011.198794,5945,0.127,4.402,1.093
1.1,9.310245,2042.890082,5946,0.129,4.401,1.094
1.1,9.31693,2074.579108,5947,0.13,4.4,1.096
1.1,9.323514,2106.269796,5948,0.132,4.398,1.097
1.1,9.329998,2137.952244,5949,0.133,4.397,1.098
1.1,9.336388,2169.641604,5950,0.134,4.396,1.1
1.1,9.342685,2201.329228,5951,0.136,4.395,1.101
1.1,9.348893,2233.021991,5952,0.137,4.394,1.103
1.1,9.355013,2264.712098,5953,0.139,4.393,1.104
1.1,9.361048,2296.402442,5954,0.14,4.392,1.106
1.1,9.366998,2328.080536,5954,0.142,4.391,1.107
1.1,9.37287,2359.771763,5955,0.143,4.389,1.109
1.1,9.378663,2391.459333,5956,0.144,4.388,1.11
1.1,9.38438,2423.148331,5957,0.146,4.387,1.112
1.1,9.390023,2454.838919,5958,0.147,4.386,1.113
1.1,9.395592,2486.520247,5959,0.149,4.385,1.115
1.1,9.401092,2518.210323,5960,0.15,4.383,1.116
1.1,9.406523,2549.899125,5961,0.152,4.382,1.118
1.1,9.411887,2581.588394,5962,0.153,4.381,1.119
1.1,9.417186,2613.280333,5963,0.155,4.38,1.121
1.1,9.422419,2644.959339,5964,0.156,4.379,1.123
1.1,9.427592,2676.652549,5964,0.158,4.377,1.124
1.1,9.432703,2708.338853,5965,0.159,4.376,1.126
1.1,9.437755,2740.027995,5966,0.161,4.375,1.127
1.1,9.442749,2771.717731,5967,0.162,4.374,1.129
1.1,9.447685,2803.399555,5968,0.164,4.372,1.131
1.1,9.452567,2835.090978,5969,0.165,4.371,1.132
1.1,9.457394,2866.777584,5970,0.167,4.37,1.134
1.1,9.462169,2898.47127,5971,0.168,4.368,1.136
1.1,9.466891,2930.157737,5972,0.17,4.367,1.137
1.1,9.471563,2961.849589,5972,0.172,4.366,1.139
1.1,9.476184,2993.532655,5973,0.173,4.365,1.141
1.1,9.480757,3025.220258,5974,0.175,4.363,1.143
1.1,9.485283,3056.912445,5975,0.176,4.362,1.144
1.1,9.489762,3088.602367,5976,0.178,4.361,1.146
1.1,9.494195,3120.290293,5977,0.179,4.359,1.148
1.1,9.498582,3151.969454,5978,0.181,4.358,1.15
1.1,9.502927,3183.662339,5978,0.183,4.356,1.151
1.1,9.507228,3215.348119,5979,0.184,4.355,1.153
1.1,9.511488,3247.042701,5980,0.186,4.354,1.155
1.1,9.515706,3278.732609,5981,0.187,4.352,1.157
1.1,9.519882,3310.411637,5982,0.189,4.351,1.159
1.1,9.524019,3342.096611,5982,0.191,4.349,1.161
1.1,9.528118,3373.789638,5983,0.192,4.348,1.163
1.1,9.532178,3405.47738,5984,0.194,4.347,1.165
1.1,9.536201,3437.169901,5985,0.196,4.345,1.167
1.1,9.540186,3468.85383,5986,0.198,4.344,1.169
1.1,9.544135,3500.53964,5986,0.199,4.342,1.171
1.1,9.548049,3532.230205,5987,0.201,4.341,1.173
1.1,9.551928,3563.920437,5988,0.203,4.339,1.175
1.1,9.555773,3595.613481,5989,0.204,4.338,1.177
1.1,9.559583,3627.296025,5989,0.206,4.336,1.179
1.1,9.56336,3658.9797,5990,0.208,4.335,1.181
1.1,9.567105,3690.668176,5991,0.209,4.333,1.183
1.1,9.570818,3722.356806,5991,0.211,4.332,1.185
1.1,9.5745,3754.049545,5992,0.213,4.33,1.187
1.1,9.578151,3785.741884,5993,0.215,4.328,1.189
1.1,9.58177,3817.420488,5993,0.216,4.327,1.191
1.1,9.58536,3849.107141,5994,0.218,4.325,1.193
1.1,9.588921,3880.797662,5994,0.22,4.324,1.196
1.1,9.592453,3912.487833,5995,0.222,4.322,1.198
1.1,9.595957,3944.182483,5995,0.223,4.321,1.2
1.1,9.599431,3975.859237,5995,0.225,4.319,1.202
1.1,9.602879,4007.550466,5996,0.227,4.317,1.204
1.1,9.6063,4039.243177,5996,0.228,4.316,1.207
1.1,9.609694,4070.933424,5996,0.23,4.314,1.209
1.1,9.613061,4102.617234,5997,0.232,4.313,1.211
1.1,9.616402,4134.30012,5997,0.233,4.311,1.213
1.1,9.619718,4165.98786,5997,0.235,4.309,1.216
1.1,9.623009,4197.676829,5997,0.237,4.308,1.218
1.1,9.626276,4229.373112,5997,0.239,4.306,1.221
1.1,9.629518,4261.063438,5997,0.24,4.304,1.223
1.1,9.632735,4292.7441,5997,0.242,4.302,1.226
1.1,9.635929,4324.431279,5997,0.244,4.301,1.228
1.1,9.6391,4356.121655,5997,0.246,4.299,1.23
1.1,9.642248,4387.811883,5997,0.247,4.297,1.233
1.1,9.645373,4419.498593,5997,0.249,4.295,1.235
1.1,9.648476,4451.188641,5997,0.251,4.294,1.238
1.1,9.651556,4482.868505,5997,0.253,4.292,1.24
1.1,9.654615,4514.555537,5996,0.254,4.29,1.243
1.1,9.657653,4546.246712,5996,0.256,4.288,1.245
1.1,9.66067,4577.938984,5995,0.257,4.287,1.248
1.1,9.663666,4609.629285,5995,0.259,4.285,1.25
1.1,9.666641,4641.314525,5994,0.26,4.283,1.253
1.1,9.669596,4673.002356,5993,0.262,4.281,1.255
1.1,9.672531,4704.689867,5992,0.263,4.28,1.258
1.1,9.675447,4736.385032,5991,0.265,4.278,1.26
1.1,9.678343,4768.074143,5989,0.266,4.276,1.263
1.1,9.681219,4799.75423,5988,0.267,4.275,1.265
1.1,9.684077,4831.444555,5986,0.268,4.273,1.267
1.1,9.686916,4863.131353,5984,0.269,4.272,1.269
1.1,9.689737,4894.82309,5982,0.27,4.27,1.272
1.1,9.692539,4926.505818,5979,0.271,4.269,1.274
1.1,9.695323,4958.188115,5976,0.271,4.267,1.276
1.1,9.69809,4989.878833,5973,0.272,4.266,1.279
1.1,9.70084,5021.575538,5971,0.273,4.264,1.281
1.1,9.703572,5053.264141,5968,0.274,4.262,1.284
1.1,9.706287,5084.953666,5965,0.275,4.26,1.286
1.1,9.708985,5116.64163,5961,0.275,4.259,1.288
1.1,9.711666,5148.325534,5959,0.277,4.257,1.291
1.1,9.714331,5180.014793,5956,0.277,4.255,1.294
1.1,9.716979,5211.695097,5951,0.278,4.254,1.296
1.1,9.719446,5241.384258,5948,0.278,4.252,1.299
1.1,9.72149,5266.110891,5946,0.28,4.25,1.302
1.1,9.723931,5295.792985,5943,0.28,4.248,1.304
1.1,9.726522,5327.48211,5939,0.281,4.247,1.307
1.1,9.729027,5358.299689,5935,0.281,4.245,1.309
1.1,9.731103,5383.974571,5929,0.281,4.244,1.311
1.1,9.732826,5405.377132,5930,0.284,4.241,1.315
1.1,9.734885,5431.064993,5928,0.285,4.24,1.317
1.1,9.737267,5460.934908,5924,0.285,4.238,1.319
1.1,9.739454,5488.504189,5920,0.285,4.237,1.322
1.1,9.741465,5513.977632,5916,0.286,4.235,1.324
1.1,9.743321,5537.59258,5913,0.286,4.234,1.326
1.1,9.74504,5559.554603,5909,0.287,4.232,1.329
1.1,9.746638,5580.048838,5906,0.287,4.231,1.331
1.1,9.748129,5599.238929,5904,0.288,4.229,1.333
1.1,9.749368,5615.235822,5901,0.288,4.228,1.335
1.1,9.750848,5634.404211,5897,0.288,4.228,1.335
1.1,9.752079,5650.397486,5893,0.287,4.227,1.336
1.1,9.753102,5663.722937,5895,0.29,4.225,1.34
1.1,9.754326,5679.707886,5894,0.291,4.224,1.342
1.1,9.755791,5698.899523,5892,0.291,4.223,1.343
1.1,9.757542,5721.922879,5889,0.291,4.222,1.345
1.1,9.759198,5743.782684,5885,0.292,4.22,1.347
1.1,9.760756,5764.425093,5882,0.292,4.219,1.349
1.1,9.762228,5783.996214,5879,0.292,4.218,1.351
1.1,9.763618,5802.53809,5875,0.293,4.216,1.353
1.1,9.764934,5820.147619,5873,0.293,4.215,1.355
1.1,9.766184,5836.923481,5870,0.293,4.214,1.357
1.1,9.76737,5852.885121,5867,0.294,4.213,1.358
1.1,9.768498,5868.106672,5865,0.294,4.212,1.36
1.1,9.769573,5882.649865,5863,0.294,4.211,1.362
1.1,9.770597,5896.536619,5861,0.295,4.21,1.363
1.1,9.771575,5909.830159,5859,0.295,4.209,1.365
1.1,9.772509,5922.553602,5857,0.296,4.208,1.366
1.1,9.773403,5934.757801,5855,0.296,4.207,1.368
1.1,9.774256,5946.425744,5854,0.296,4.206,1.369
1.1,9.77507,5957.581607,5852,0.297,4.205,1.37
1.1,9.775848,5968.26365,5851,0.297,4.204,1.372
1.1,9.776595,5978.538083,5850,0.298,4.204,1.373
1.1,9.777311,5988.402734,5849,0.298,4.203,1.374
1.1,9.777997,5997.869331,5848,0.299,4.202,1.375
1.1,9.778655,6006.963596,5847,0.299,4.201,1.377
1.1,9.779287,6015.711496,5847,0.3,4.201,1.378
1.1,9.779894,6024.125349,5846,0.3,4.2,1.379
1.1,9.780477,6032.217608,5846,0.301,4.199,1.38
1.1,9.781038,6040.014761,5845,0.301,4.199,1.381
1.1,9.781577,6047.515637,5845,0.302,4.198,1.382
1.1,9.782096,6054.74699,5845,0.303,4.197,1.383
1.1,9.789029,6152.179525,5850,0.314,4.188,1.399
1.2,5.693263,0.493472551,4537,0.634,3.463,3.362
1.2,5.699859,0.501024542,4537,0.629,3.468,3.344
1.2,5.713064,0.516492477,4537,0.62,3.478,3.307
1.2,5.719678,0.524418495,4537,0.615,3.483,3.289
1.2,5.732927,0.540663436,4538,0.606,3.492,3.253
1.2,5.739559,0.548983131,4538,0.601,3.497,3.235
1.2,5.75285,0.566043751,4538,0.591,3.506,3.2
1.2,5.759504,0.574783113,4538,0.587,3.511,3.183
1.2,5.772838,0.592704194,4538,0.577,3.521,3.148
1.2,5.779514,0.601885665,4538,0.572,3.525,3.131
1.2,5.792892,0.620714656,4537,0.563,3.535,3.096
1.2,5.799591,0.630363416,4537,0.558,3.54,3.08
1.2,5.813016,0.650153642,4537,0.548,3.549,3.046
1.2,5.819739,0.660296507,4537,0.544,3.554,3.029
1.2,5.83321,0.681098619,4537,0.534,3.564,2.996
1.2,5.839959,0.691765661,4536,0.529,3.568,2.98
1.2,5.853477,0.71363641,4536,0.519,3.578,2.947
1.2,5.860251,0.724854768,4536,0.515,3.583,2.931
1.2,5.87382,0.747859474,4535,0.505,3.592,2.899
1.2,5.880615,0.75965255,4535,0.5,3.597,2.883
1.2,5.894232,0.783848262,4535,0.49,3.606,2.852
1.2,5.901052,0.796254684,4534,0.485,3.611,2.836
1.2,5.914716,0.821705133,4534,0.476,3.621,2.805
1.2,5.92156,0.834756866,4533,0.471,3.626,2.79
1.2,5.935268,0.861525229,4533,0.461,3.635,2.759
1.2,5.942135,0.875255805,4533,0.456,3.64,2.744
1.2,5.949006,0.889213403,4532,0.451,3.645,2.729
1.2,5.962773,0.917852722,4532,0.441,3.654,2.699
1.2,5.969666,0.932536845,4531,0.436,3.659,2.685
1.2,5.983471,0.96265573,4530,0.427,3.669,2.655
1.2,5.990384,0.978101669,4530,0.422,3.673,2.641
1.2,6.004227,1.009780547,4529,0.412,3.683,2.612
1.2,6.01116,1.02602986,4529,0.407,3.688,2.597
1.2,6.025039,1.059348851,4528,0.397,3.697,2.569
1.2,6.03199,1.076440427,4527,0.392,3.702,2.555
1.2,6.045913,1.111509042,4526,0.382,3.712,2.527
1.2,6.052882,1.129488985,4526,0.377,3.716,2.513
1.2,6.059859,1.147780917,4525,0.372,3.721,2.499
1.2,6.073832,1.185310141,4524,0.362,3.731,2.472
1.2,6.080828,1.204558787,4524,0.357,3.735,2.458
1.2,6.094845,1.244070523,4523,0.347,3.745,2.431
1.2,6.101867,1.264349089,4522,0.342,3.75,2.418
1.2,6.11593,1.305960375,4521,0.332,3.759,2.392
1.2,6.122976,1.327321105,4521,0.327,3.764,2.379
1.2,6.130028,1.349049856,4520,0.322,3.769,2.365
1.2,6.144163,1.393679783,4519,0.312,3.778,2.34
1.2,6.151244,1.41658944,4518,0.307,3.783,2.327
1.2,6.165431,1.46362898,4517,0.297,3.793,2.301
1.2,6.172542,1.487791249,4517,0.292,3.798,2.289
1.2,6.179661,1.512380259,4516,0.287,3.802,2.276
1.2,6.193553,1.561539592,4515,0.278,3.812,2.252
1.2,6.199632,1.5835508,4515,0.273,3.816,2.241
1.2,6.210233,1.622680436,4514,0.266,3.823,2.223
1.2,6.219461,1.657528483,4513,0.259,3.829,2.207
1.2,6.231153,1.702758277,4513,0.251,3.837,2.187
1.2,6.242733,1.748771231,4512,0.243,3.845,2.168
1.2,6.249954,1.778091067,4511,0.238,3.849,2.156
1.2,6.261042,1.824072097,4511,0.231,3.857,2.138
1.2,6.271941,1.870428021,4510,0.223,3.864,2.12
1.2,6.279379,1.902738037,4509,0.218,3.869,2.108
1.2,6.289397,1.947139199,4509,0.211,3.875,2.092
1.2,6.299804,1.994362043,4508,0.204,3.882,2.076
1.2,6.309837,2.040971781,4508,0.197,3.889,2.06
1.2,6.319452,2.086661485,4507,0.191,3.895,2.045
1.2,6.329416,2.135089083,4507,0.184,3.902,2.03
1.2,6.339879,2.18715217,4506,0.177,3.909,2.014
1.2,6.349456,2.235918658,4506,0.171,3.915,2
1.2,6.359236,2.286841158,4505,0.164,3.921,1.985
1.2,6.372945,2.360179316,4505,0.155,3.93,1.965
1.2,6.380365,2.40084985,4505,0.151,3.935,1.955
1.2,6.395125,2.483847911,4504,0.141,3.944,1.934
1.2,6.402466,2.526189932,4504,0.136,3.949,1.923
1.2,6.409781,2.569099946,4504,0.132,3.953,1.913
1.2,6.424336,2.656660142,4504,0.123,3.962,1.893
1.2,6.431576,2.701319788,4504,0.118,3.967,1.883
1.2,6.445976,2.792389524,4504,0.109,3.976,1.864
1.2,6.453139,2.838827476,4504,0.105,3.981,1.854
1.2,6.460275,2.885858282,4505,0.1,3.985,1.845
1.2,6.474471,2.981748435,4505,0.091,3.994,1.826
1.2,6.481531,3.030616616,4505,0.087,3.998,1.817
1.2,6.495572,3.130199372,4505,0.079,4.007,1.799
1.2,6.502554,3.180929179,4506,0.074,4.011,1.79
1.2,6.50951,3.232287629,4506,0.07,4.015,1.781
1.2,6.523342,3.336890842,4507,0.062,4.024,1.764
1.2,6.530219,3.390150669,4507,0.058,4.028,1.755
1.2,6.543891,3.498573482,4508,0.05,4.036,1.739
1.2,6.550686,3.553742859,4508,0.046,4.04,1.731
1.2,6.564192,3.665996112,4509,0.039,4.048,1.715
1.2,6.570905,3.723102561,4510,0.035,4.052,1.707
1.2,6.584248,3.839264207,4511,0.027,4.06,1.691
1.2,6.590879,3.89833359,4512,0.024,4.064,1.684
1.2,6.60406,4.018463241,4513,0.017,4.072,1.669
1.2,6.61061,4.079528768,4514,0.013,4.076,1.662
1.2,6.623632,4.203702761,4516,0.006,4.083,1.647
1.2,6.630101,4.266787361,4517,0.003,4.087,1.64
1.2,6.642961,4.39502146,4519,-0.004,4.094,1.626
1.2,6.64935,4.460155497,4520,-0.007,4.098,1.62
1.2,6.662043,4.592434808,4523,-0.013,4.105,1.606
1.2,6.674624,4.727417951,4525,-0.019,4.112,1.593
1.2,6.680871,4.795909729,4527,-0.022,4.115,1.587
1.2,6.693279,4.934907311,4530,-0.027,4.122,1.575
1.2,6.69944,5.005413954,4531,-0.03,4.126,1.569
1.2,6.711672,5.148396661,4535,-0.036,4.132,1.557
1.2,6.723789,5.294061718,4539,-0.041,4.139,1.545
1.2,6.729803,5.36788249,4541,-0.043,4.142,1.539
1.2,6.741744,5.517521066,4545,-0.048,4.148,1.528
1.2,6.753568,5.6698034,4549,-0.052,4.154,1.518
1.2,6.759437,5.74694446,4551,-0.054,4.157,1.512
1.2,6.771085,5.903166055,4556,-0.059,4.163,1.502
1.2,6.782614,6.061973032,4561,-0.062,4.169,1.492
1.2,6.794024,6.223346757,4567,-0.066,4.175,1.482
1.2,6.799684,6.304984162,4569,-0.068,4.178,1.478
1.2,6.810912,6.470115002,4575,-0.071,4.183,1.468
1.2,6.822018,6.637705808,4582,-0.074,4.188,1.459
1.2,6.833,6.807693587,4588,-0.076,4.194,1.451
1.2,6.843859,6.980057496,4595,-0.079,4.199,1.442
1.2,6.849242,7.067112422,4599,-0.08,4.201,1.438
1.2,6.859914,7.242925198,4607,-0.082,4.206,1.43
1.2,6.870458,7.420924276,4615,-0.083,4.21,1.423
1.2,6.880875,7.601074689,4624,-0.084,4.215,1.416
1.2,6.891164,7.783304118,4633,-0.085,4.219,1.408
1.2,6.901326,7.96757206,4642,-0.086,4.223,1.402
1.2,6.911359,8.153780199,4652,-0.086,4.227,1.395
1.2,6.921265,8.341900396,4662,-0.086,4.231,1.389
1.2,6.931043,8.531845846,4673,-0.086,4.235,1.383
1.2,6.940693,8.723544886,4684,-0.086,4.239,1.377
1.2,6.950216,8.916943195,4696,-0.085,4.242,1.372
1.2,6.95961,9.111922138,4708,-0.083,4.245,1.367
1.2,6.973458,9.407148504,4727,-0.081,4.25,1.36
1.2,6.982529,9.605699583,4741,-0.079,4.253,1.355
1.2,6.991473,9.805573514,4754,-0.077,4.256,1.351
1.2,7.000291,10.00670277,4768,-0.074,4.258,1.347
1.2,7.008983,10.20899521,4783,-0.071,4.26,1.343
1.2,7.021793,10.51460591,4806,-0.066,4.264,1.338
1.2,7.030175,10.71951164,4821,-0.063,4.266,1.335
1.2,7.042524,11.02869179,4844,-0.057,4.268,1.331
1.2,7.0506,11.23569651,4861,-0.053,4.27,1.329
1.2,7.062495,11.5476869,4886,-0.045,4.272,1.326
1.2,7.070274,11.75639041,4904,-0.04,4.273,1.324
1.2,7.081732,12.07068732,4934,-0.031,4.274,1.322
1.2,7.089227,12.28080965,4955,-0.024,4.275,1.321
1.2,7.100264,12.59690923,4986,-0.014,4.276,1.32
1.2,7.111054,12.91379833,5018,-0.003,4.276,1.319
1.2,7.121609,13.23149753,5050,0.008,4.276,1.319
1.2,7.131731,13.54350274,5083,0.02,4.275,1.32
1.2,7.141406,13.8486041,5117,0.032,4.275,1.321
1.2,7.150652,14.14659759,5151,0.044,4.274,1.323
1.2,7.159483,14.4372009,5185,0.057,4.272,1.325
1.2,7.170631,14.81258993,5230,0.074,4.27,1.328
1.2,7.181146,15.17560451,5275,0.092,4.267,1.332
1.2,7.191068,15.52630095,5320,0.11,4.265,1.337
1.2,7.200421,15.86430314,5364,0.127,4.261,1.342
1.2,7.209292,16.19168327,5407,0.144,4.258,1.347
1.2,7.219681,16.58368348,5459,0.165,4.253,1.354
1.2,7.229329,16.95621833,5508,0.186,4.248,1.362
1.2,7.239987,17.37748811,5563,0.21,4.242,1.372
1.2,7.249709,17.77088269,5614,0.232,4.235,1.383
1.2,7.260024,18.19801422,5670,0.257,4.228,1.395
1.2,7.269422,18.59610544,5722,0.28,4.221,1.406
1.2,7.279252,19.02181703,5778,0.304,4.214,1.418
1.2,7.289029,19.45489987,5834,0.326,4.208,1.426
1.2,7.299952,19.95041803,5898,0.348,4.206,1.431
1.2,7.309334,20.38609295,5953,0.362,4.208,1.428
